CSD_UID,OFFNAME,OFF_CSDTYPE,POP,PRIV_DWELL,OCC_DWELL,LAND_AREA,REPPOINT_LATITUDE,REPPOINT_LONGITUDE,MET_NMET_CODE
5941021,Cariboo B,RDA,4006,1766,1631,1414.6241,53.173898,-122.644409,952
5941025,Wells,DM,245,183,129,158.2797,53.121012,-121.64565,997
5941026,Cariboo C,RDA,1225,563,522,7385.5176,53.088067,-121.519909,996
5941027,Cariboo I,RDA,1511,732,639,11947.0374,52.957472,-123.594037,952
5941039,Cariboo J,RDA,600,601,297,25931.5041,52.106482,-124.970279,998
5941041,Cariboo K,RDA,494,306,219,13678.5456,51.842751,-123.010362,997
5941801,Alkali Lake 1,IRI,353,118,113,2.589,51.789502,-122.224505,950
5941802,Canim Lake 1,IRI,224,68,67,17.3117,51.77814,-120.985994,998
5941803,Canim Lake 4,IRI,0,1,1,0.1286,51.795503,-121.47212,999
5941804,Canoe Creek 3,IRI,0,0,0,28.0332,51.530186,-122.250402,999
5941805,Deep Creek 2,IRI,111,46,40,15.6691,52.268107,-122.091141,996
5941806,Dog Creek 1,IRI,80,37,32,1.3646,51.586191,-122.20396,950
5941807,Dog Creek 2,IRI,30,11,11,2.1937,51.593045,-122.090804,950
5941808,Lohbiee 3,IRI,118,42,37,2.2815,51.473989,-123.938104,999
5941809,Quesnel 1,IRI,73,25,24,5.5559,52.948292,-122.480141,952
5941810,Soda Creek 1,IRI,33,15,14,4.0271,52.318039,-122.265124,950
5941811,Johny Sticks 2,IRI,20,5,5,3.0653,51.836494,-122.175662,950
5941812,Williams Lake 1,IRI,227,85,80,16.6031,52.107259,-121.99015,997
5941813,Canim Lake 2,IRI,5,4,4,0.5642,51.741863,-121.130582,999
5941817,Alexis Creek 14,IRI,0,1,1,1.646,52.20473,-124.311481,999
5941818,Alexis Creek 16,IRI,0,1,1,0.3906,52.175155,-124.315327,999
5941819,Alexis Creek 24,IRI,0,0,0,0.7413,52.301179,-124.364526,999
5941820,Alexis Creek 25,IRI,0,1,0,0.3011,52.299799,-124.400324,999
5941821,Anahim's Flat 1,IRI,475,125,122,38.5344,52.016028,-123.172309,998
5941827,Charley Boy's Meadow 3,IRI,0,6,0,4.7115,52.305996,-124.216783,999
5941828,Chilco Lake 1,IRI,43,22,17,1.0056,51.412964,-124.113898,999
5941829,Chilco Lake 1A,IRI,0,1,1,6.7998,51.422749,-124.111879,999
5941831,Tanakut 4,IRI,5,8,4,2.0998,51.485672,-123.845506,999
5941833,Kluskus 1,IRI,39,15,13,4.4656,53.092496,-124.489618,952
5941834,Louis Squinas Ranch 14,IRI,0,0,0,3.4632,52.57398,-125.450956,999
5941835,Coglistiko River 29,IRI,0,0,0,0.6198,52.98706,-123.841184,952
5941837,Nazco 20,IRI,132,40,36,4.6719,52.951332,-123.582565,952
5941838,Puntzi Lake 2,IRI,5,3,3,0.2328,52.206888,-124.057969,999
5941839,Redstone Flat 1,IRI,185,59,55,3.447,52.138168,-123.951858,998
5941840,Squinas 2,IRI,161,68,47,4.1662,52.47502,-125.304508,998
5941841,Stone 1,IRI,201,50,46,15.4739,51.923308,-123.136015,999
5941842,Alexis Creek 17,IRI,0,0,0,1.6952,52.197407,-124.362311,999
5941843,Seymour Meadows 19,IRI,0,1,0,1.5694,52.202743,-124.44739,999
5941844,Agats Meadow 8,IRI,0,1,0,1.2115,52.284787,-124.163401,999
5941845,Thomas Squinas Ranch 2A,IRI,20,8,7,2.6894,52.488221,-125.328526,999
5941846,Toby's Meadow 4,IRI,0,1,0,0.6977,52.293675,-124.175119,999
5941847,Alexis Creek  6,IRI,0,4,0,0.9099,52.351204,-124.092266,999
5941848,Alexis Creek 21,IRI,0,2,0,3.6113,52.322694,-124.279412,999
5941849,Baptiste Meadow 2,IRI,5,2,2,2.0648,51.997068,-122.554834,999
5941850,Toosey 1,IRI,113,43,41,22.4866,51.932211,-122.483158,999
5941851,Towdystan Lake 3,IRI,10,5,4,2.6398,52.289559,-125.121494,999
5941852,Trout Lake Alec 16,IRI,21,5,3,0.943,53.183029,-123.520569,952
5941854,Ulkatcho 13,IRI,0,0,0,2.0139,52.378913,-125.044201,999
5941855,Windy Mouth 7,IRI,5,2,2,0.0258,51.849458,-121.579169,999
5941856,Alexis Creek 34,IRI,0,2,0,1.3155,52.490102,-124.283297,999
5941858,Cahoose 10,IRI,0,0,0,2.1451,52.585366,-125.417625,999
5941859,Blackwater Meadow 11,IRI,0,0,0,0.5555,52.728174,-125.523655,999
5941860,Cahoose 12,IRI,0,0,0,0.6824,52.912618,-125.661142,999
5941861,Betty Creek 18,IRI,0,0,0,1.2889,52.920349,-125.405568,999
5941862,Salmon River Meadow 7,IRI,0,1,1,0.9993,52.970211,-125.159106,999
5941863,Tzetzi Lake 11,IRI,0,0,0,0.6907,52.994007,-124.994028,999
5941864,Sundayman's Meadow 3,IRI,5,9,1,0.4883,53.120809,-124.334717,952
5941865,Tatelkus Lake 28,IRI,0,0,0,1.1445,53.310332,-124.718537,952
5941866,Euchinico Creek 17,IRI,0,0,0,3.9204,53.210691,-123.499889,952
5941868,Sandy Harry 4,IRI,5,1,1,1.6833,51.817014,-122.093247,950
5941871,Fishtrap 19,IRI,20,13,10,0.2772,52.356677,-125.155836,999
5941872,Swan Lake  3,IRI,5,3,2,0.9879,51.840196,-122.113913,950
5941873,Alkali Lake 4A,IRI,5,2,2,1.2978,51.825221,-122.116887,950
5941876,Lezbye  6,IRI,0,0,0,0.8935,51.417174,-124.071155,999
5941879,Michel Gardens 36,IRI,10,5,5,0.0414,52.150272,-123.914871,999
5941880,Ulkatcho 14A,IRI,138,72,58,2.6648,52.447252,-125.273037,998
5941881,Baezaeko River 27,IRI,0,3,1,0.2159,52.98813,-123.811627,952
5941882,Alexandria,IRI,52,16,12,8.5751,52.572013,-122.494402,952
5941883,Anahim's Meadow,IRI,0,7,1,4.2048,52.10952,-123.239659,999
5941884,Garden,IRI,10,3,3,2.0364,51.431298,-124.05002,999
5941885,Little Springs,IRI,10,7,6,4.7254,51.850281,-122.090058,950
5943008,Alert Bay,VL,445,245,214,1.7294,50.579986,-126.920608,998
5943012,Port McNeill,T,2505,1106,1005,13.7676,50.585796,-127.089486,998
5943017,Port Alice,VL,805,559,412,7.038,50.422031,-127.482631,998
5943023,Port Hardy,DM,4008,2037,1752,38.7275,50.701682,-127.440517,998
5943027,Mount Waddington B,RDA,81,97,51,2583.7948,50.641637,-128.119165,999
5943031,Mount Waddington C,RDA,756,481,331,1518.282,50.57825,-127.359733,998
5943033,Mount Waddington D,RDA,272,265,124,3336.2816,50.246978,-126.635745,998
5943037,Mount Waddington A,RDA,981,592,445,12703.1055,51.208268,-126.177574,997
5943804,Fort Rupert 1,IRI,46,17,17,0.0477,50.695293,-127.405621,999
5943806,Tsulquate 4,IRI,491,113,107,0.4978,50.738206,-127.497518,999
5943807,Dead Point 5,IRI,10,6,6,0.4184,50.595268,-126.593741,999
5943808,Gwayasdums 1,IRI,38,17,16,0.318,50.694814,-126.597163,999
5943809,Hopetown 10A,IRI,0,0,0,0.031,50.923593,-126.821061,999
5943813,Quaee 7,IRI,91,49,32,2.0423,50.973638,-126.174778,999
5943815,Kippase 2,IRI,211,79,75,0.1396,50.694074,-127.410131,999
5943816,Quatsino Subdivision 18,IRI,214,85,76,0.2415,50.614909,-127.569272,999
5943817,Thomas Point 5,IRI,0,0,0,0.2277,50.697102,-127.384115,999
5943836,Hope Island 1,IRI,15,7,5,35.0917,50.909119,-127.903367,999
5943837,Alert Bay,IRI,537,214,207,2.4828,50.595436,-126.93993,999
5945006,Central Coast A,RDA,129,117,57,19825.7328,51.973033,-127.80171,999
5945010,Central Coast C,RDA,588,313,280,3974.4929,52.382106,-126.031995,998
5945012,Central Coast D,RDA,384,201,177,304.5145,52.376935,-126.60184,998
5945014,Central Coast E,RDA,95,58,50,359.9773,52.374236,-126.757331,999
5945801,Bella Bella 1,IRI,1095,393,356,5.8455,52.153928,-128.157025,999
5945802,Bella Coola 1,IRI,852,293,255,15.2405,52.381625,-126.720521,999
5945803,Katit 1,IRI,63,38,35,6.0423,51.679299,-127.207345,999
5947007,Port Edward,DM,544,239,205,168.0054,54.185966,-130.106653,955
5947012,Prince Rupert,CY,12508,5820,4980,54.9325,54.270576,-130.318448,955
5947016,Skeena-Queen Charlotte A,RDA,29,32,20,2943.945,54.556845,-130.412604,999
5947021,Skeena-Queen Charlotte C,RDA,147,107,46,6525.5603,54.068942,-129.494851,999
5947023,Masset,VL,884,504,400,20.6121,54.020119,-132.109369,998
5947026,Queen Charlotte,VL,944,518,435,35.621,53.248946,-132.087834,999
5947027,Skeena-Queen Charlotte D,RDA,524,315,229,6434.4686,53.950903,-131.88906,997
5947030,Port Clements,VL,378,222,178,13.0381,53.687067,-132.169341,998
5947032,Skeena-Queen Charlotte E,RDA,317,276,150,3417.5309,52.823288,-131.743382,997
5947803,Masset 1,IRI,614,248,241,3.2059,54.035343,-132.179045,998
5947804,Skidegate 1,IRI,709,344,295,5.1247,53.275525,-131.982788,998
5947806,Kulkayu (Hartley Bay) 4,IRI,20,10,10,1.139,53.421381,-129.258728,997
5947807,Dolphin Island 1,IRI,405,149,120,15.4485,53.758503,-130.42006,997
5947809,Lax Kw'alaams 1,IRI,678,311,235,109.2968,54.441101,-130.356706,997
5947810,S1/2 Tsimpsean 2,IRI,83,48,30,33.5314,54.340315,-130.438994,999
5949005,Kitimat,DM,8335,4280,3630,240.0063,54.007638,-128.7003,998
5949011,Terrace,CY,11486,4861,4536,57.355,54.463463,-128.569917,965
5949013,Kitimat-Stikine C (Part 1),RDA,2696,1333,1083,9652.9305,54.552558,-128.622219,996
5949018,Kitimat-Stikine E,RDA,3988,1785,1678,16.4847,54.508922,-128.531889,965
5949020,Kitimat-Stikine C (Part 2),RDA,5,3,3,18042.1665,53.224899,-127.854534,999
5949022,Hazelton,VL,270,135,111,2.7966,55.255209,-127.643419,997
5949024,New Hazelton,DM,666,313,280,24.3619,55.24272,-127.585437,998
5949028,Kitimat-Stikine B,RDA,1507,774,660,7393.3028,55.419996,-127.904535,998
5949032,Stewart,DM,494,379,217,552.0829,55.999021,-129.989287,999
5949035,Nisga'a,NL,1909,690,590,1955.8585,55.131319,-129.37618,998
5949038,Kitimat-Stikine F,RDA,328,175,140,12985.4211,58.479465,-130.021589,998
5949039,Kitimat-Stikine A,RDA,35,43,12,25307.9508,56.056017,-129.248287,999
5949041,Kitimat-Stikine D,RDA,248,131,97,28136.9808,57.440048,-130.217488,998
5949802,Kitasoo 1,IRI,322,101,95,3.0884,52.587839,-128.529121,997
5949803,Kitamaat 2,IRI,514,190,179,1.5116,53.973065,-128.644841,997
5949804,Kitsumkaylum 1,IRI,302,98,90,4.8536,54.522592,-128.670293,997
5949805,Kshish 4,IRI,0,0,0,2.6187,54.562484,-128.462345,999
5949807,Kulspai 6,IRI,95,27,27,0.0717,54.493153,-128.583851,965
5949810,Coryatsaqua (Moricetown) 2,IRI,88,40,38,1.4333,55.039785,-127.33689,998
5949811,Hagwilget 1,IRI,238,90,78,1.2721,55.256982,-127.598441,998
5949812,Gitanmaax 1,IRI,627,227,206,10.4818,55.263833,-127.66711,998
5949813,Kispiox 1,IRI,536,214,189,12.3092,55.349565,-127.689257,998
5949814,Gitsegukla 1,IRI,448,135,131,10.9798,55.097506,-127.79837,998
5949815,Gitanyow 1,IRI,383,112,108,5.0148,55.266583,-128.072022,998
5949816,Gitwangak 1,IRI,500,153,152,17.624,55.099941,-128.06493,998
5949817,Moricetown 1,IRI,259,97,87,5.7359,55.016169,-127.331519,998
5949818,Sik-e-dakh 2,IRI,222,75,69,4.396,55.306533,-127.683868,998
5949819,Babine 17,IRI,175,53,50,1.1385,55.028391,-127.339611,999
5949820,Bulkley River 19,IRI,38,16,14,2.2291,55.029546,-127.318711,999
5949830,Kluachon Lake 1,IRI,0,0,0,0.1517,57.839185,-130.001944,999
5949832,Iskut 6,IRI,207,82,70,0.5809,57.840247,-129.991284,999
5949843,Guhthe Tah 12,IRI,157,55,54,0.3101,57.903266,-131.174146,999
5949844,Kitselas 1,IRI,220,81,72,3.3385,54.608805,-128.415546,999
5949845,Dease Lake 9,IRI,58,17,15,1.0529,58.472424,-130.025137,999
5949846,Tahltan 1,IRI,0,14,1,1.8325,58.00978,-130.990357,999
5949847,Telegraph Creek,IRI,5,1,1,1.4568,57.917054,-131.14611,999
5951007,Vanderhoof,DM,4480,1791,1705,54.8278,54.015383,-124.002575,998
5951009,Fraser Lake,VL,1167,543,482,4.0672,54.059464,-124.841605,998
5951013,Fort St. James,DM,1691,760,674,23.4746,54.474247,-124.228754,998
5951015,Bulkley-Nechako C,RDA,1429,704,599,25580.7881,55.020315,-125.180218,998
5951017,Bulkley-Nechako D,RDA,1734,1056,756,4403.5759,53.826056,-124.948331,998
5951019,Bulkley-Nechako F,RDA,3702,1660,1355,5396.0167,53.865031,-123.939491,997
5951022,Burns Lake,VL,2029,846,766,6.5945,54.227991,-125.745433,998
5951028,Bulkley-Nechako B,RDA,2102,888,779,3632.0919,54.316245,-125.766687,998
5951031,Bulkley-Nechako E,RDA,1507,872,606,15897.4959,53.778782,-126.000415,998
5951032,Granisle,VL,303,261,169,41.8586,54.973113,-126.216891,999
5951034,Houston,DM,3147,1402,1264,72.937,54.397425,-126.669332,998
5951038,Telkwa,VL,1350,498,497,7.0359,54.682463,-127.054025,998
5951043,Smithers,T,5404,2265,2192,15.2741,54.786424,-127.164601,998
5951051,Bulkley-Nechako A,RDA,5391,2239,2020,3677.8621,54.74656,-127.171009,998
5951053,Bulkley-Nechako G,RDA,975,519,397,14446.675,55.009863,-126.809915,999
5951801,Ye Koo Che 3,IRI,88,46,27,1.9928,54.597814,-125.072587,999
5951802,Nautley (Fort Fraser) 1,IRI,201,67,65,5.0702,54.078689,-124.59923,999
5951803,Nak'azdli (Necoslie 1),IRI,534,204,183,3.108,54.431202,-124.24138,998
5951804,Sowchea 3,IRI,0,1,1,1.0009,54.418363,-124.394325,999
5951805,Binche 2 (Pinchie 2),IRI,111,41,35,4.6356,54.570901,-124.506741,999
5951806,Seaspunkut 4,IRI,15,8,8,2.3977,54.060454,-124.768119,999
5951807,Stellaquo (Stella) 1,IRI,205,71,66,8.3133,54.054993,-124.920018,999
5951809,Stony Creek 1,IRI,332,143,131,26.4068,53.944627,-124.118102,999
5951810,Tache 1,IRI,409,124,107,9.0273,54.652514,-124.732754,998
5951811,Tacla Lake (Ferry Landing) 9,IRI,0,0,0,0.7251,55.320451,-126.02802,999
5951813,Laketown 3,IRI,10,8,6,2.4378,53.924433,-124.181375,999
5951814,Dzitline Lee 9,IRI,15,10,4,5.4426,54.877469,-125.129189,999
5951815,Burns Lake 18,IRI,55,20,19,0.5555,54.238947,-125.767901,999
5951818,Cheslatta 1,IRI,84,52,32,10.8663,54.003972,-125.705644,999
5951819,Omineca 1,IRI,10,1,1,0.5655,53.990128,-125.853826,999
5951820,Palling 1,IRI,5,4,2,0.3176,54.333449,-125.897716,999
5951821,Duncan Lake 2,IRI,10,5,5,0.6661,54.419011,-126.134306,999
5951822,Francois Lake 7,IRI,10,6,3,1.379,54.011658,-125.953134,999
5951823,Skins Lake 16A,IRI,0,3,2,0.6727,53.997504,-125.879453,999
5951824,Skins Lake 16B,IRI,20,7,6,0.6256,53.948444,-125.653616,999
5951825,Tatla West 11,IRI,5,1,1,0.4522,53.987486,-126.494471,999
5951826,Uncha Lake 13A,IRI,5,6,5,0.3758,53.933816,-125.666567,999
5951827,Woyenne 27,IRI,301,76,73,0.146,54.238685,-125.762072,999
5951828,Babine  6,IRI,93,46,31,1.9873,55.323342,-126.618968,999
5951829,Babine 25,IRI,81,49,29,0.4844,54.817087,-126.150055,999
5951830,Jean Baptiste 28,IRI,5,4,4,1.4153,54.747121,-127.016121,999
5951833,Tatla't East 2,IRI,0,1,1,0.7012,53.987966,-126.486132,999
5951840,Williams Prairie Meadow 1A,IRI,10,7,3,0.6788,54.469545,-124.196444,999
5951844,Poison Creek 17A,IRI,0,1,1,0.2194,54.223868,-125.783756,999
5951845,Tadinlay 15,IRI,0,1,0,1.8151,55.069948,-126.50859,999
5951846,Nedoats 11,IRI,0,1,0,3.9981,55.04676,-126.321687,999
5951847,Babine Lake 21B,IRI,0,0,0,0.0207,54.485814,-125.639899,999
5951848,North Tacla Lake,IRI,183,88,57,1.391,55.481022,-125.969248,999
5951849,Mission Lands 17,IRI,0,0,0,0.4754,54.453858,-124.267659,999
5953007,Valemount,VL,1020,592,474,5.1679,52.829016,-119.265819,998
5953012,McBride,VL,586,312,256,4.6359,53.306094,-120.166653,997
5953019,Fraser-Fort George H,RDA,1665,903,686,14939.8962,53.101594,-119.71875,998
5953023,Prince George,CY,71974,31797,29261,318.2579,53.924409,-122.775323,970
5953033,Mackenzie,DM,3507,1890,1513,155.407,55.310931,-123.146622,998
5953038,Fraser-Fort George A,RDA,3362,1477,1281,1381.7175,54.059528,-123.108124,970
5953042,Fraser-Fort George C,RDA,3434,1537,1252,2806.5828,53.654322,-123.074748,970
5953044,Fraser-Fort George D,RDA,4175,1727,1637,668.5591,53.720601,-122.518183,970
5953046,Fraser-Fort George E,RDA,479,269,220,614.8728,53.526711,-122.435563,996
5953048,Fraser-Fort George F,RDA,1207,603,527,12506.1448,53.983947,-121.384135,970
5953050,Fraser-Fort George G,RDA,317,333,152,17259.5965,54.833444,-122.87175,997
5953801,Fort George (Shelley) 2,IRI,80,35,32,5.234,54.019421,-122.62839,970
5953802,McLeod Lake 1,IRI,73,45,42,10.2287,54.957544,-123.055345,998
5955003,Tumbler Ridge,DM,2710,1510,1158,1558.9653,55.065938,-121.084411,998
5955005,Pouce Coupe,VL,738,318,301,2.0584,55.717343,-120.132466,996
5955010,Chetwynd,DM,2635,1119,1027,63.042,55.728551,-121.642938,998
5955014,Dawson Creek,CY,11583,5406,4859,24.3658,55.755283,-120.226496,975
5955021,Peace River D,RDA,5479,2252,2003,11709.2518,54.984411,-120.2288,996
5955023,Peace River E,RDA,2764,1292,1056,16356.2492,55.64799,-121.741412,997
5955025,Hudson's Hope,DM,970,495,417,827.3625,56.051651,-122.046932,997
5955030,Taylor,DM,1373,563,532,17.0856,56.155466,-120.680171,977
5955034,Fort St. John,CY,18609,8238,7480,22.6892,56.241094,-120.827473,977
5955040,Peace River B,RDA,5552,1785,1610,86103.8106,57.188132,-123.096855,997
5955042,Peace River C,RDA,6398,2409,2339,581.0231,56.240658,-120.773502,977
5955801,East Moberly Lake 169,IRI,324,110,103,31.1304,55.845872,-121.627875,998
5955802,West Moberly Lake 168A,IRI,95,47,36,19.377,55.812999,-121.899746,999
5955803,Blueberry River 205,IRI,210,70,66,13.7175,56.702909,-121.094772,998
5955804,Doig River 206,IRI,120,49,46,11.4447,56.573228,-120.495564,999
5955807,Fort Ware 1,IRI,250,90,75,3.8421,57.425937,-125.633945,999
5955808,Halfway River 168,IRI,170,63,60,40.3119,56.475975,-121.869049,999
5955812,Ingenika Point,S-É,102,38,28,5.6522,56.791164,-124.905182,999
5957022,Stikine Region,RDA,402,462,224,118648.4449,58.199236,-131.151394,998
5957802,Unnamed 10,IRI,15,11,10,0.0314,59.566956,-133.702632,999
5957803,Five Mile Point  3,IRI,49,32,29,10.0222,59.496029,-133.668144,998
5957804,Good Hope Lake,S-É,0,0,0,0.4692,59.188414,-129.225562,999
5957813,Lower Post,S-É,105,38,37,0.5575,59.925786,-128.492485,998
5957814,Liard River 3,IRI,58,28,26,3.5789,59.932682,-128.492579,999
5959007,Northern Rockies,RGM,4987,2271,1985,85014.5245,59.100156,-122.919066,998
5959805,Fontas 1,IRI,5,1,1,0.1023,58.283756,-121.710499,999
5959806,Fort Nelson 2,IRI,457,162,143,91.8761,58.797307,-122.6077,998
5959809,Kahntah 3,IRI,0,4,0,0.1714,58.358918,-120.915142,999
5959810,Prophet River 4,IRI,129,57,49,4.3957,58.092562,-122.710688,999
