labour_market_exprep_id,census_year,geography_id,geography_name,projection_start_year,projection_end_year,occupation_code,occupation_description,occupation_characteristic,expansion_or_replacement_value
,2011,59,British Columbia,2010,2020,NOC735,Stationary engineers and power station and system operators,Total,1110
,2011,59,British Columbia,2010,2020,NOC736,Train crew operating occupations,Expansion,200
,2011,59,British Columbia,2010,2020,NOC736,Train crew operating occupations,Replacement,700
,2011,59,British Columbia,2010,2020,NOC736,Train crew operating occupations,Total,900
,2011,59,British Columbia,2010,2020,NOC737,"Crane operators, drillers and blasters",Expansion,220
,2011,59,British Columbia,2010,2020,NOC737,"Crane operators, drillers and blasters",Replacement,650
,2011,59,British Columbia,2010,2020,NOC737,"Crane operators, drillers and blasters",Total,870
,2011,59,British Columbia,2010,2020,NOC738,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",Expansion,550
,2011,59,British Columbia,2010,2020,NOC738,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",Replacement,1350
,2011,59,British Columbia,2010,2020,NOC738,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",Total,1900
,2011,59,British Columbia,2010,2020,NOC741,Motor vehicle and transit drivers,Expansion,8630
,2011,59,British Columbia,2010,2020,NOC741,Motor vehicle and transit drivers,Replacement,20620
,2011,59,British Columbia,2010,2020,NOC741,Motor vehicle and transit drivers,Total,29250
,2011,59,British Columbia,2010,2020,NOC742,Heavy equipment operators,Expansion,1670
,2011,59,British Columbia,2010,2020,NOC742,Heavy equipment operators,Replacement,4690
,2011,59,British Columbia,2010,2020,NOC742,Heavy equipment operators,Total,6360
,2011,59,British Columbia,2010,2020,NOC743,Other transport equipment operators and related workers,Expansion,680
,2011,59,British Columbia,2010,2020,NOC743,Other transport equipment operators and related workers,Replacement,1480
,2011,59,British Columbia,2010,2020,NOC743,Other transport equipment operators and related workers,Total,2160
,2011,59,British Columbia,2010,2020,NOC744,"Other installers, repairers and servicers",Expansion,1190
,2011,59,British Columbia,2010,2020,NOC744,"Other installers, repairers and servicers",Replacement,2420
,2011,59,British Columbia,2010,2020,NOC744,"Other installers, repairers and servicers",Total,3610
,2011,59,British Columbia,2010,2020,NOC745,Longshore workers and material handlers,Expansion,3760
,2011,59,British Columbia,2010,2020,NOC745,Longshore workers and material handlers,Replacement,6960
,2011,59,British Columbia,2010,2020,NOC745,Longshore workers and material handlers,Total,10720
,2011,59,British Columbia,2010,2020,NOC761,Trades helpers and labourers,Expansion,3460
,2011,59,British Columbia,2010,2020,NOC761,Trades helpers and labourers,Replacement,6410
,2011,59,British Columbia,2010,2020,NOC761,Trades helpers and labourers,Total,9870
,2011,59,British Columbia,2010,2020,NOC762,"Public works and other labourers, n.e.c.",Expansion,510
,2011,59,British Columbia,2010,2020,NOC762,"Public works and other labourers, n.e.c.",Replacement,1050
,2011,59,British Columbia,2010,2020,NOC762,"Public works and other labourers, n.e.c.",Total,1560
,2011,59,British Columbia,2010,2020,NOC821,"Supervisors, logging and forestry",Expansion,190
,2011,59,British Columbia,2010,2020,NOC821,"Supervisors, logging and forestry",Replacement,490
,2011,59,British Columbia,2010,2020,NOC821,"Supervisors, logging and forestry",Total,680
,2011,59,British Columbia,2010,2020,NOC822,"Supervisors, mining, oil and gas",Expansion,190
,2011,59,British Columbia,2010,2020,NOC822,"Supervisors, mining, oil and gas",Replacement,430
,2011,59,British Columbia,2010,2020,NOC822,"Supervisors, mining, oil and gas",Total,620
,2011,59,British Columbia,2010,2020,NOC823,"Underground miners, oil and gas drillers and related workers",Expansion,230
,2011,59,British Columbia,2010,2020,NOC823,"Underground miners, oil and gas drillers and related workers",Replacement,360
,2011,59,British Columbia,2010,2020,NOC823,"Underground miners, oil and gas drillers and related workers",Total,590
,2011,59,British Columbia,2010,2020,NOC824,Logging machinery operators,Expansion,480
,2011,59,British Columbia,2010,2020,NOC824,Logging machinery operators,Replacement,1110
,2011,59,British Columbia,2010,2020,NOC824,Logging machinery operators,Total,1590
,2011,59,British Columbia,2010,2020,NOC825,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",Expansion,830
,2011,59,British Columbia,2010,2020,NOC825,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",Replacement,5920
,2011,59,British Columbia,2010,2020,NOC825,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",Total,6750
,2011,59,British Columbia,2010,2020,NOC826,Fishing vessel masters and skippers and fishermen/women,Expansion,210
,2011,59,British Columbia,2010,2020,NOC826,Fishing vessel masters and skippers and fishermen/women,Replacement,670
,2011,59,British Columbia,2010,2020,NOC826,Fishing vessel masters and skippers and fishermen/women,Total,880
,2011,59,British Columbia,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Expansion,180
,2011,59,British Columbia,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Replacement,140
,2011,59,British Columbia,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Total,320
,2011,59,British Columbia,2010,2020,NOC842,Logging and forestry workers,Expansion,410
,2011,59,British Columbia,2010,2020,NOC842,Logging and forestry workers,Replacement,850
,2011,59,British Columbia,2010,2020,NOC842,Logging and forestry workers,Total,1260
,2011,59,British Columbia,2010,2020,NOC843,Agriculture and horticulture workers,Expansion,150
,2011,59,British Columbia,2010,2020,NOC843,Agriculture and horticulture workers,Replacement,3310
,2011,59,British Columbia,2010,2020,NOC843,Agriculture and horticulture workers,Total,3460
,2011,59,British Columbia,2010,2020,NOC844,Other fishing and trapping occupations,Expansion,50
,2011,59,British Columbia,2010,2020,NOC844,Other fishing and trapping occupations,Replacement,80
,2011,59,British Columbia,2010,2020,NOC844,Other fishing and trapping occupations,Total,130
,2011,59,British Columbia,2010,2020,NOC861,Primary production labourers,Expansion,4140
,2011,59,British Columbia,2010,2020,NOC861,Primary production labourers,Replacement,6180
,2011,59,British Columbia,2010,2020,NOC861,Primary production labourers,Total,10320
,2011,59,British Columbia,2010,2020,NOC921,"Supervisors, processing occupations",Expansion,500
,2011,59,British Columbia,2010,2020,NOC921,"Supervisors, processing occupations",Replacement,2030
,2011,59,British Columbia,2010,2020,NOC921,"Supervisors, processing occupations",Total,2530
,2011,59,British Columbia,2010,2020,NOC922,"Supervisors, assembly and fabrication",Expansion,210
,2011,59,British Columbia,2010,2020,NOC922,"Supervisors, assembly and fabrication",Replacement,590
,2011,59,British Columbia,2010,2020,NOC922,"Supervisors, assembly and fabrication",Total,800
,2011,59,British Columbia,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Expansion,320
,2011,59,British Columbia,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Replacement,940
,2011,59,British Columbia,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Total,1260
,2011,59,British Columbia,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Expansion,370
,2011,59,British Columbia,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Replacement,770
,2011,59,British Columbia,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Total,1140
,2011,59,British Columbia,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Expansion,410
,2011,59,British Columbia,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Replacement,830
,2011,59,British Columbia,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Total,1240
,2011,59,British Columbia,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Expansion,860
,2011,59,British Columbia,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Replacement,3110
,2011,59,British Columbia,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Total,3970
,2011,59,British Columbia,2010,2020,NOC944,Machine operators and related workers in textile processing,Expansion,110
,2011,59,British Columbia,2010,2020,NOC944,Machine operators and related workers in textile processing,Replacement,220
,2011,59,British Columbia,2010,2020,NOC944,Machine operators and related workers in textile processing,Total,330
,2011,59,British Columbia,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Expansion,770
,2011,59,British Columbia,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Replacement,1680
,2011,59,British Columbia,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Total,2450
,2011,59,British Columbia,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Expansion,810
,2011,59,British Columbia,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Replacement,1930
,2011,59,British Columbia,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Total,2740
,2011,59,British Columbia,2010,2020,NOC947,Printing machine operators and related occupations,Expansion,670
,2011,59,British Columbia,2010,2020,NOC947,Printing machine operators and related occupations,Replacement,1120
,2011,59,British Columbia,2010,2020,NOC947,Printing machine operators and related occupations,Total,1790
,2011,59,British Columbia,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Expansion,730
,2011,59,British Columbia,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Replacement,1200
,2011,59,British Columbia,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Total,1930
,2011,59,British Columbia,2010,2020,NOC949,Other assembly and related occupations,Expansion,1530
,2011,59,British Columbia,2010,2020,NOC949,Other assembly and related occupations,Replacement,2670
,2011,59,British Columbia,2010,2020,NOC949,Other assembly and related occupations,Total,4200
,2011,59,British Columbia,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Expansion,630
,2011,59,British Columbia,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Replacement,1260
,2011,59,British Columbia,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Total,1890
,2011,59,British Columbia,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Expansion,3370
,2011,59,British Columbia,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Replacement,7150
,2011,59,British Columbia,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Total,10520
,2011,5950,Cariboo,2010,2020,NOC001,Legislators and senior management,Expansion,50
,2011,5950,Cariboo,2010,2020,NOC001,Legislators and senior management,Replacement,260
,2011,5950,Cariboo,2010,2020,NOC001,Legislators and senior management,Total,310
,2011,5950,Cariboo,2010,2020,NOC011,Administrative services managers,Expansion,20
,2011,5950,Cariboo,2010,2020,NOC011,Administrative services managers,Replacement,230
,2011,5950,Cariboo,2010,2020,NOC011,Administrative services managers,Total,250
,2011,5950,Cariboo,2010,2020,NOC012,Managers in financial and business services,Expansion,10
,2011,5950,Cariboo,2010,2020,NOC012,Managers in financial and business services,Replacement,250
,2011,5950,Cariboo,2010,2020,NOC012,Managers in financial and business services,Total,260
,2011,5950,Cariboo,2010,2020,NOC013,Managers in communication (except broadcasting),Expansion,0
,2011,5950,Cariboo,2010,2020,NOC013,Managers in communication (except broadcasting),Replacement,10
,2011,5950,Cariboo,2010,2020,NOC013,Managers in communication (except broadcasting),Total,10
