census_year,noc_2011_code,noc_2011_description,b.c._median,b.c._low_10thpctl,b.c._high_90thpctl,b.c._source,vancouver_island_coast_median,vic_low_10thpctl,vic_high_90thpctl,vic_year,vic_source,northeast_median,ne_low_10thpctl,ne_high_90thpctl,ne_year,ne_source,north_coast_nechako_median,ncn_low_10thpctl,ncn_high_90thpctl,ncn_year,ncn_source,thompson-okanagan_median,tok_low_10thpctl,tok_high_90thpctl,tok_year,tok_source,cariboo_median,car_low_10thpctl,car_high_90thpctl,car_year,car_source,mainland_southwest_median,msw_low_10thpctl,msw_high_90thpctl,msw_year,msw_source,kootenays_median,kot_low_10thpctl,kot_high_90thpctl,kot_year,kot_source
2011,1112,Financial and investment analysts,32.05,21.43,51.44,LFS 2011-12 PR NOC4,27.71,17.94,39.84,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,32.05,21.43,51.44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1113,"Securities agents, investment dealers and brokers",28.85,17.01,50.55,LFS 2011-12 PR NOC3,26.67,17.09,46.7,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.57,10.25,134.15,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1114,Other financial officers,30.77,17.5,52.88,LFS 2011-12 PR NOC4,30.77,17.5,52.88,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,30.77,17.5,52.88,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30.77,17.5,52.88,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30,15.38,53.85,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20.81,10.25,37.26,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,1121,Human resources professionals,30,21.63,45.67,LFS 2011-12 PR NOC4,30,21.63,45.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30,21.63,45.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,30,21.63,45.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30,21.63,45.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30.77,21.63,48.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1122,Professional occupations in business management consulting,33.65,19.23,49.04,LFS 2011-12 PR NOC4,33.65,19.23,49.04,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,30.77,19.23,55,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1211,"Supervisors, general office and administrative support workers",22,15,30.77,LFS 2011-12 PR NOC4,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21.63,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1252,Health information management occupations,22,15,30.77,LFS 2011-12 PR NOC4,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21.63,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22,15,30.77,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1212,"Supervisors, finance and insurance office workers",24.62,17.23,35.58,LFS 2011-12 PR NOC4,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6314,Customer and information services supervisors,24.62,17.23,35.58,LFS 2011-12 PR NOC4,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.62,17.23,35.58,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1213,"Supervisors, library, correspondence and related information workers",21.9,13,28.85,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.9,13,28.85,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1214,"Supervisors, mail and message distribution occupations",27.68,15.5,31.06,EI 2011-12 PR NOC4,27.68,15.5,31.06,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,27.68,15.5,31.06,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,28.72,15.5,32.56,Reference Period:л_2011-2012,Source: Employment Insurance Data,27.68,15.5,31.06,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",21.75,14.5,41.35,LFS 2011-12 PR NOC4,21.75,14.5,41.35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.75,14.5,41.35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,21.75,15.4,42.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21.75,14.5,41.35,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1221,Administrative officers,20.77,13.5,30.22,LFS 2011-12 PR NOC4,20.51,13.5,28.85,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20.77,13.5,30.22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20.77,13.5,30.22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21.33,15,26.67,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20.77,13.5,30.22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20.77,13.85,30.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20.77,13.5,30.22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1222,Executive assistants,26.15,14.5,32.69,LFS 2011-12 PR NOC4,26.15,14.5,32.69,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22,15.25,29.14,Reference Period:л_2011-2012,Source: Employment Insurance Data,26.15,14.5,32.69,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26.67,10.26,32.69,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1223,Human resources and recruitment officers,27,15.38,36.94,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,27,15.38,36.94,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,27,15.38,36.94,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1224,Property administrators,21,11,34.13,LFS 2011-12 PR NOC4,17.98,11.24,32.47,Reference Period:л_2011-2012,Source: Employment Insurance Data,21,11,34.13,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21,11,34.13,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,11,34.13,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,11,34.13,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1225,Purchasing agents and officers,25,14.06,34,LFS 2011-12 PR NOC4,25,14.06,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,14.06,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,24,14.42,33.04,Reference Period:л_2011-2012,Source: Employment Insurance Data,25,14.06,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,25,14.06,33.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1226,Conference and event planners,21,10.25,28.37,LFS 2011-12 PR NOC4,21,10.25,28.37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.22,12,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,21,10.25,28.37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1227,Court officers and justices of the peace,24.71,18.41,36.08,Census 2006 PR NOC4,24.04,17.32,25.33,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.73,19.23,36.09,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1228,"Employment insurance, immigration, border services and revenue officers",30.77,20,41.03,LFS 2011-12 PR NOC4,30.77,20,41.03,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,30.77,20,41.03,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30.77,20,41.03,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,29.74,20,40.51,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,35.7,20.87,46.07,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,1311,Accounting technicians and bookkeepers,18.46,10.28,29.5,LFS 2011-12 PR NOC4,19.71,13,34.34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.46,10.28,29.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.37,11.19,29.5,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,18.46,10.28,29.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.46,10.28,29.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.31,10.25,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,19.41,15,25.34,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,6235,Financial sales representatives,23.44,16.67,34,LFS 2011-12 PR NOC4,23.44,16.67,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.44,16.67,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.44,16.67,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.44,16.67,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.44,16.67,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.44,16.83,28.57,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.44,16.67,34,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1312,Insurance adjusters and claims examiners,28.21,16.21,42,LFS 2011-12 PR NOC4,28.21,16.21,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,28.21,16.21,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28.21,16.21,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28.57,15,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,28.21,16.21,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1313,Insurance underwriters,24.53,18,36.48,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.93,18.24,37.94,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,1314,"Assessors, valuators and appraisers",21.84,16.84,36.15,EI 2011-12 PR NOC4,21.84,16.84,36.15,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.84,16.84,36.15,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,21.84,16.84,36.15,Reference Period:л_2011-2012,Source: Employment Insurance Data,21.84,16.84,36.15,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,1315,"Customs, ship and other brokers",21.37,12.85,35.9,LFS 2011-12 PR NOC3,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21,12.5,34.97,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1241,Administrative assistants,21,13,27,LFS 2011-12 PR NOC4,21,13,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,13,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.2,11.25,24,Reference Period:л_2011-2012,Source: Employment Insurance Data,21,13,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,13,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,20.77,12.69,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,13,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,1242,Legal administrative assistants,19,10.25,27.47,LFS 2011-12 PR NOC4,19.37,15,24.95,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20.5,15,27.46,Reference Period:л_2011-2012,Source: Employment Insurance Data,19,10.25,27.47,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22,10.05,28.85,Reference Period:л_2010-2011,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1243,Medical administrative assistants,20,16,25,LFS 2011-12 PR NOC4,20,16,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,21.03,16.83,23.37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,20,16,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1251,"Court reporters, medical transcriptionists and related occupations",20.55,15,24,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20.55,15,24,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,20.55,17.5,25.24,Reference Period:л_2011-2012,Source: Employment Insurance Data,20.55,15,24,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,1411,General office support workers,17.5,11.54,25.75,LFS 2011-12 PR NOC4,17.5,11.54,25.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.5,11.54,25.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.5,11.54,25.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.5,11.54,25.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.5,11.54,25.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.31,11.75,25.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.5,11.54,25.75,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
